text,sentiment,original_text,processed_text
"Net sales in 2010 were about EUR 2.0 billion , of which international operations accounted for roughly a quarter .",neutral,"Net sales in 2010 were about EUR 2.0 billion , of which international operations accounted for roughly a quarter .",net sale eur billion international operation accounted roughly quarter
Net sales revenue per passenger is expected to increase .,positive,Net sales revenue per passenger is expected to increase .,net sale revenue per passenger expected increase
"Nokia OYJ 's production site at Bochum , Germany , posted profit before interest of 134 mln eur for 2007 , Capital reported in an excerpt of an article to be released tomorrow , citing internal documents .",neutral,"Nokia OYJ 's production site at Bochum , Germany , posted profit before interest of 134 mln eur for 2007 , Capital reported in an excerpt of an article to be released tomorrow , citing internal documents .",nokia oyj production site bochum germany posted profit interest mln eur capital reported excerpt article released tomorrow citing internal document
"Operating income was EUR -24.9 mn , including EUR 15.3 mn of restructuring expenses .",neutral,"Operating income was EUR -24.9 mn , including EUR 15.3 mn of restructuring expenses .",operating income eur mn including eur mn restructuring expense
Operating profit for the quarter April-June 2006 amounted to EUR42 .9 m on net sales of EUR156 .3 m.,neutral,Operating profit for the quarter April-June 2006 amounted to EUR42 .9 m on net sales of EUR156 .3 m.,operating profit quarter april june amounted eur net sale eur
Poyry 's net sales in 2007 amounted to about EUR 720 million and it employs 7400 experts .,neutral,Poyry 's net sales in 2007 amounted to about EUR 720 million and it employs 7400 experts .,poyry net sale amounted eur million employ expert
Return on investment was 16.6 % compared to 15.8 % in 2004 .,positive,Return on investment was 16.6 % compared to 15.8 % in 2004 .,return investment compared
Roshan 's net sales in 2006 were $ 191 million and EBITDA was $ 66.5 million .,neutral,Roshan 's net sales in 2006 were $ 191 million and EBITDA was $ 66.5 million .,roshan net sale million ebitda million
Self-service and automation are in a bigger role now and Fujitsu 's global resources will be exploited effectively .,positive,Self-service and automation are in a bigger role now and Fujitsu 's global resources will be exploited effectively .,self service automation bigger role fujitsu global resource exploited effectively
"The Board of Directors proposes to the Shareholders ' Meeting on 18 March 2010 that the company would pay dividend for the financial year January 1 - December 31 , 2009 , EUR 0.02 per share .",neutral,"The Board of Directors proposes to the Shareholders ' Meeting on 18 March 2010 that the company would pay dividend for the financial year January 1 - December 31 , 2009 , EUR 0.02 per share .",board director proposes shareholder meeting march company would pay dividend financial year january december eur per share
"The company , employing 6,400 , reported net sales of 620 mln euro $ 823.2 mln for 2006 .",neutral,"The company , employing 6,400 , reported net sales of 620 mln euro $ 823.2 mln for 2006 .",company employing reported net sale mln euro mln
The company moved to an operating profit of EUR10 .9 m versus an operating loss of EUR15 .3 m. It also turned to EPS of EUR0 .08 versus loss per share of EUR0 .04 .,positive,The company moved to an operating profit of EUR10 .9 m versus an operating loss of EUR15 .3 m. It also turned to EPS of EUR0 .08 versus loss per share of EUR0 .04 .,company moved operating profit eur versus operating loss eur also turned eps eur versus loss per share eur
"The company reported net sales of EUR550m in 2005 and had some 3,200 employees .",neutral,"The company reported net sales of EUR550m in 2005 and had some 3,200 employees .",company reported net sale eur employee
The company 's net sales in 2010 totalled MEUR 311.4 with an operating margin of 13.9 per cent .,neutral,The company 's net sales in 2010 totalled MEUR 311.4 with an operating margin of 13.9 per cent .,company net sale totalled meur operating margin per cent
"The company will pay a dividend of EUR 0.50 per share , a total of EUR 14mn .",neutral,"The company will pay a dividend of EUR 0.50 per share , a total of EUR 14mn .",company pay dividend eur per share total eur mn
